Date,Open,High,Low,Close,Volume
2025-05-08,197.2372161152265,199.56152863729463,194.20463054641704,197.00778198242188,50478900.0
2025-05-09,198.51409591462888,200.0503289543839,197.05765414160047,198.0452423095703,36453900.0
2025-05-12,210.7308445260501,211.0305074927824,206.5156271207593,210.5510406494141,63775800.0
2025-05-13,210.19144790738707,213.1580823159532,208.7630762803324,212.6886138916016,51909300.0
2025-05-14,212.1891719239389,213.69746987061376,210.34127831689767,212.0892944335937,49325800.0
2025-05-15,210.7108634322801,212.7185946451233,209.30245815432872,211.2102966308593,45029500.0
2025-05-16,212.11926693678467,212.32903558469047,209.53220664773164,211.0205078125,54737900.0
2025-05-19,207.674310836722,209.2425231134968,204.02843943795537,208.54331970214844,46140500.0
2025-05-20,207.4345828831543,208.2336790492342,204.79757620413463,206.62550354003903,42496600.0
2025-05-21,204.93741112479617,206.8052863577864,200.4824756537251,201.86090087890625,59211800.0
2025-05-22,200.4824720941681,202.52015274475195,199.4736073247078,201.13172912597656,46742400.0
2025-05-23,193.4504526925712,197.4758830409797,193.2406992850713,195.04864501953125,78432900.0
2025-05-27,198.07520901450675,200.51244545494848,197.20618488735448,199.9830474853516,56288500.0
2025-05-28,200.3626002526684,202.50017366149785,199.6733800230216,200.1927947998047,45339700.0
2025-05-29,203.3492174371598,203.57895243464628,198.28495762525483,199.72332763671875,51396800.0
2025-05-30,199.143981266816,201.73105672211125,196.55692105301176,200.622314453125,70819900.0
2025-06-02,200.05295557621693,201.9008644592711,199.8931332988897,201.47134399414065,35423300.0
2025-06-03,201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003903,46381600.0
2025-06-04,202.6799822074808,206.0062091045684,201.8709028727957,202.590087890625,43604000.0
2025-06-05,203.26931435006065,204.5178973620389,199.92310578136207,200.402572631836,55126100.0
2025-06-06,202.76987228695745,205.4668084267123,201.82095228760733,203.68882751464844,46607700.0
2025-06-09,204.15830357568728,205.76647909477697,199.79326227022588,201.2216339111328,72862600.0
2025-06-10,200.3726011094186,204.11835001917973,200.34263633745985,202.44024658203125,54672600.0
2025-06-11,203.26930749599725,204.2681738718989,198.18508130061548,198.55465698242188,60989900.0
2025-06-12,198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,43904600.0
2025-06-13,199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,51447300.0
2025-06-16,197.07634287373045,198.46476655376847,196.33717625414863,198.195068359375,43020700.0
2025-06-17,196.9764419642561,198.1650953641773,194.98870767431248,195.418212890625,38856200.0
2025-06-18,195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,45394700.0
2025-06-20,198.01527480684123,201.4713439140944,196.6368343380514,200.7721405029297,96813500.0
2025-06-23,201.40143343464243,202.07067208145293,198.7344620242812,201.2715759277344,55814300.0
2025-06-24,202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,54064000.0
2025-06-25,201.2216365357081,203.43912119943792,200.3925755811161,201.33151245117188,39525700.0
2025-06-26,201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,50799100.0
2025-06-27,201.66113009938155,202.98962419564967,199.7732732765776,200.85205078125,73188600.0
2025-06-30,201.7809871041056,207.15489297707504,199.0341046248948,204.9374084472656,91912800.0
2025-07-01,206.4357061767528,209.95171998702364,205.90630823197927,207.5844116210937,78788900.0
2025-07-02,208.6731759252599,213.09814660534315,207.9040445567577,212.1991729736328,67941800.0
2025-07-03,211.90950026104147,214.4066662563,211.56988934364432,213.30792236328125,34955800.0
2025-07-07,212.43889126622693,215.9848699115094,208.563300132892,209.7119903564453,50229000.0
2025-07-08,209.8618364392892,211.1903153368944,208.213697736729,209.7719268798828,42848900.0
2025-07-09,209.2924745188519,211.09043707809712,206.98509558510867,210.9006500244141,48749400.0
2025-07-10,210.27134950514616,213.237983779078,209.7918979255535,212.1692047119141,44443600.0
2025-07-11,210.3312962861296,211.88952536572023,209.6220944658076,210.92062377929688,39765800.0
2025-07-14,209.69201166358403,210.670911689046,207.3047216270235,208.3834991455078,38840100.0
2025-07-15,208.9828312368767,211.64980271899068,208.6831682659836,208.8729553222656,42296300.0
2025-07-16,210.0616088760869,212.1592191902425,208.40348697906973,209.92176818847656,47490500.0
2025-07-17,210.3313009439948,211.5599023237274,209.35240091776063,209.78192138671875,48068100.0
2025-07-18,210.63095139102305,211.54990664350103,209.46227954032304,210.9405975341797,48974600.0
2025-07-21,211.8595616297783,215.53538252867688,211.39009321998003,212.23912048339844,51377400.0
2025-07-22,212.89838571641525,214.7063314773177,211.9894136266437,214.15695190429688,46404100.0
2025-07-23,214.7562690717056,214.9060929302753,212.1692088371252,213.9072265625,46989300.0
2025-07-24,213.65751035981805,215.44548969662856,213.28793468034505,213.5176696777344,46022600.0
2025-07-25,214.45660521718813,214.9960015887686,213.15807589620647,213.6375427246093,40268800.0
2025-07-28,213.78737619229813,214.6064539631857,212.81847455673216,213.807357788086,37858000.0
2025-07-29,213.93719187335407,214.5664825639156,210.58101550100253,211.030502319336,51411700.0
2025-07-30,211.65977882345743,212.14922883427727,207.484524690738,208.81301879882807,45512500.0
2025-07-31,208.25365677749065,209.60211724381097,206.92516266487007,207.334701538086,80698400.0
2025-08-01,210.63095505795985,213.3378897360685,201.2715816709361,202.1505889892578,104434500.0
2025-08-04,204.27816503495924,207.64435521756303,201.4513712516652,203.11949157714844,75109300.0
2025-08-05,203.1694082424696,205.1072113881769,201.93082373064988,202.68995666503903,44155100.0
2025-08-06,205.39689808550256,215.1358452662651,205.3569348951669,213.0082550048828,108483100.0
2025-08-07,218.63187314031333,220.5996410833085,216.3344774704645,219.7805633544922,90224800.0
2025-08-08,220.57966572513484,230.73813503605493,219.00145500716468,229.0900115966797,113854000.0
2025-08-11,227.9199981689453,229.5599975585937,224.759994506836,227.17999267578125,61806100.0
2025-08-12,228.009994506836,230.8000030517578,227.07000732421875,229.6499938964844,55626200.0
2025-08-13,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500.0
2025-08-14,234.0599975585937,235.1199951171875,230.8500061035156,232.77999877929688,51916300.0
2025-08-15,234.0,234.27999877929688,229.33999633789065,231.58999633789065,56038700.0
2025-08-18,231.6999969482422,233.1199951171875,230.1100006103516,230.88999938964844,37476200.0
2025-08-19,231.27999877929688,232.8699951171875,229.3500061035156,230.5599975585937,39402600.0
2025-08-20,229.97999572753903,230.47000122070312,225.7700042724609,226.009994506836,42263900.0
2025-08-21,226.2700042724609,226.5200042724609,223.77999877929688,224.8999938964844,30621200.0
2025-08-22,226.1699981689453,229.08999633789065,225.4100036621093,227.759994506836,42477800.0
2025-08-25,226.47999572753903,229.3000030517578,226.22999572753903,227.1600036621093,30983100.0
2025-08-26,226.8699951171875,229.4900054931641,224.69000244140625,229.3099975585937,54575100.0
